FuncionarioID,Nome,Idade,Departamento,Cargo,Localização,Salário,DataAdmissao
749,Isabella da Mata,48,Vendas,Gerente,Reino Unido,7794,2014-06-01
750,João Miguel Lopes,54,Engenharia,Técnico,Brasil,9463,2013-05-06
751,João Felipe Caldeira,43,Marketing,Assistente,Coreia do Sul,16859,2015-11-18
752,Davi Lucas Mendes,48,Recursos Humanos,Engenheiro,Reino Unido,7022,2013-10-07
753,Luigi Gomes,28,TI,Assistente,Brasil,11256,2014-06-24
754,Cauê Pires,28,Financeiro,Engenheiro,EUA,14138,2023-11-14
755,Nina Souza,49,Vendas,Coordenador,Alemanha,10061,2014-04-18
756,Enzo da Paz,52,Produção,Engenheiro,Coreia do Sul,14747,2017-10-01
757,Sr. Leonardo Alves,51,Produção,Analista,Reino Unido,13296,2023-03-15
758,Gabriela Costa,44,Produção,Gerente,China,10443,2016-10-19
759,Vitor Hugo Correia,49,Vendas,Engenheiro,Brasil,9731,2014-08-17
760,Dr. Enzo Silveira,59,Produção,Assistente,Alemanha,9674,2023-10-05
761,Esther Nogueira,42,Recursos Humanos,Analista,Alemanha,17915,2018-02-01
762,Maria Fernanda Melo,47,Produção,Técnico,Alemanha,4965,2011-02-19
763,Mirella Nogueira,48,Produção,Assistente,Índia,14622,2016-10-09
764,Isabella Azevedo,47,Financeiro,Assistente,Reino Unido,19858,2019-02-24
765,Francisco Souza,23,Recursos Humanos,Assistente,Brasil,6433,2013-08-17
766,Laís das Neves,35,TI,Diretor,China,19735,2019-06-21
767,Dr. Igor Vieira,46,Produção,Gerente,Alemanha,16546,2019-04-24
768,Júlia Lima,37,Recursos Humanos,Engenheiro,Índia,13425,2019-01-21
769,Maria Cecília Peixoto,60,Produção,Diretor,China,13065,2022-05-01
770,Yuri Sales,40,Produção,Assistente,China,18884,2022-10-30
771,Vitor Hugo Almeida,32,Financeiro,Assistente,Brasil,4273,2017-10-06
772,Pedro Mendes,54,TI,Gerente,Índia,15607,2018-03-07
773,Sr. Luiz Henrique Cardoso,41,Recursos Humanos,Engenheiro,Índia,6042,2015-11-24
774,Daniel Melo,36,Vendas,Engenheiro,Brasil,18617,2015-06-29
775,Srta. Isadora Jesus,57,Engenharia,Diretor,Reino Unido,5366,2021-12-19
776,Letícia da Cunha,49,Recursos Humanos,Técnico,Coreia do Sul,4266,2017-08-28
777,Maria Fernanda Martins,47,Marketing,Analista,Índia,12433,2014-01-12
778,Rebeca Jesus,44,Vendas,Diretor,Alemanha,11895,2022-10-29
779,Diego Peixoto,54,Engenharia,Técnico,Alemanha,6265,2015-08-13
780,Marcela Costa,43,Financeiro,Diretor,Alemanha,3662,2014-02-28
781,Raquel Carvalho,57,Produção,Engenheiro,Reino Unido,8783,2016-09-22
782,Emanuella Fernandes,28,Marketing,Assistente,Índia,14126,2023-09-19
783,Emanuelly Viana,56,Produção,Assistente,Coreia do Sul,3981,2019-02-02
784,Sr. Luiz Henrique Sales,49,Financeiro,Assistente,Coreia do Sul,3745,2015-06-25
785,Ana Júlia Barros,34,Produção,Gerente,Reino Unido,4573,2020-09-17
786,Alexandre Santos,43,Recursos Humanos,Engenheiro,Reino Unido,6038,2017-10-08
787,Ana Julia Alves,51,Vendas,Coordenador,Coreia do Sul,8241,2014-01-16
788,Emanuel Monteiro,60,Produção,Engenheiro,Coreia do Sul,7881,2014-05-05
789,Natália Alves,45,Financeiro,Analista,Brasil,4903,2011-01-13
790,Lara Dias,30,Financeiro,Gerente,Brasil,19515,2019-03-21
791,Davi Pinto,39,Vendas,Engenheiro,Alemanha,13803,2018-10-19
792,Mirella Ferreira,23,Marketing,Coordenador,China,16105,2013-12-12
793,Davi Lucas Freitas,48,Marketing,Gerente,Coreia do Sul,18273,2013-09-27
794,Evelyn Cardoso,32,Marketing,Analista,China,17561,2011-08-29
795,Natália Rodrigues,43,Engenharia,Assistente,Brasil,7775,2017-10-14
796,Dr. Emanuel da Paz,40,Vendas,Engenheiro,Índia,8434,2022-04-10
797,Davi Lucca da Mata,27,Engenharia,Diretor,Brasil,5519,2015-07-28
798,Rafaela Souza,24,TI,Assistente,Reino Unido,8597,2018-01-09
799,Theo Gomes,29,Vendas,Técnico,Reino Unido,4400,2019-01-26
800,Júlia Alves,42,Financeiro,Técnico,Índia,9705,2022-02-16
801,Isis Cardoso,35,Financeiro,Diretor,Coreia do Sul,19227,2016-01-14
802,Lavínia Cavalcanti,40,Produção,Técnico,China,15881,2020-01-10
803,Gabriel Dias,40,Vendas,Diretor,Brasil,7339,2014-11-24
804,Francisco Gonçalves,26,Financeiro,Analista,EUA,3819,2022-11-11
805,Ana Lívia Campos,52,Produção,Engenheiro,Brasil,3432,2016-12-29
806,Sr. Lucca da Rosa,42,Financeiro,Coordenador,Índia,19216,2019-06-26
807,Lavínia Jesus,35,Financeiro,Analista,EUA,16072,2010-07-19
808,João Lucas Pinto,55,Engenharia,Assistente,Brasil,13994,2022-12-23
809,Luiz Miguel Azevedo,56,Marketing,Engenheiro,Índia,5965,2014-12-21
810,Diogo Moura,43,Recursos Humanos,Técnico,Reino Unido,4072,2022-01-16
811,Cecília Aragão,47,Marketing,Diretor,Alemanha,15225,2015-08-05
812,Beatriz Santos,60,Financeiro,Engenheiro,Índia,11268,2019-06-03
813,Melissa Costa,31,Vendas,Diretor,EUA,14835,2021-03-13
814,Sophia Monteiro,37,Financeiro,Coordenador,Brasil,19767,2012-09-22
815,Cauã Castro,33,Produção,Engenheiro,Reino Unido,19085,2014-11-09
816,Bernardo Mendes,39,Produção,Assistente,Brasil,6082,2010-11-30
817,Maria Sophia Lima,25,Engenharia,Diretor,Coreia do Sul,6034,2024-03-06
818,João Felipe Nascimento,56,Financeiro,Engenheiro,Coreia do Sul,8602,2010-12-23
819,Eduardo Barros,37,TI,Coordenador,Coreia do Sul,4032,2023-01-30
820,Sra. Alexia Oliveira,42,Marketing,Engenheiro,Reino Unido,13126,2022-01-25
821,Francisco Cardoso,34,Recursos Humanos,Técnico,Coreia do Sul,16745,2015-03-06
822,Sr. Davi Lucas Silveira,35,Engenharia,Engenheiro,EUA,5392,2010-08-11
823,Noah Ramos,28,Recursos Humanos,Assistente,EUA,5513,2021-02-09
824,Erick Barros,30,Produção,Analista,Brasil,17780,2015-05-26
825,João Vitor Cunha,41,Engenharia,Analista,China,19365,2021-09-12
826,Renan Carvalho,59,Recursos Humanos,Gerente,EUA,16785,2012-10-03
827,Olivia Farias,27,TI,Assistente,Reino Unido,3737,2019-10-02
828,Maria Alice Cunha,44,Financeiro,Técnico,Reino Unido,8386,2015-11-08
829,Mirella Castro,32,Recursos Humanos,Coordenador,Alemanha,19722,2020-11-08
830,Ana Beatriz da Cunha,60,Recursos Humanos,Coordenador,Índia,19215,2022-06-05
831,João Gabriel Souza,54,Financeiro,Analista,Brasil,8384,2010-07-14
832,Marcos Vinicius Peixoto,33,Marketing,Analista,Alemanha,3658,2015-04-25
833,Sarah Ribeiro,39,Recursos Humanos,Coordenador,Índia,6416,2011-04-23
834,Helena Nogueira,47,TI,Diretor,EUA,12470,2014-02-02
835,João Miguel da Cruz,35,Engenharia,Engenheiro,Alemanha,17404,2012-03-04
836,Lorenzo das Neves,55,Vendas,Gerente,EUA,12358,2014-09-28
837,Alexandre da Cunha,40,Engenharia,Técnico,China,15320,2012-09-04
838,Eloah Lopes,23,Recursos Humanos,Gerente,EUA,14762,2017-12-09
839,Erick da Rocha,36,TI,Engenheiro,Coreia do Sul,14979,2019-01-31
840,Sr. Antônio Sales,34,Produção,Assistente,Reino Unido,18960,2013-01-24
841,Breno Nascimento,40,Vendas,Analista,Coreia do Sul,19481,2017-03-03
842,Dra. Mirella Campos,52,Recursos Humanos,Técnico,EUA,13392,2013-10-11
843,Luna Mendes,39,TI,Analista,EUA,5004,2015-10-29
844,Luiz Felipe Gomes,59,Recursos Humanos,Engenheiro,Brasil,12932,2014-02-22
845,Isabel Duarte,26,Recursos Humanos,Assistente,Índia,17728,2024-03-14
846,Gabriela Viana,24,Engenharia,Engenheiro,Índia,19655,2018-04-06
847,Heitor da Cruz,42,Recursos Humanos,Diretor,China,10425,2015-04-14
848,Olivia Barros,57,TI,Técnico,Reino Unido,16077,2019-05-08
849,Dra. Natália Lopes,27,Vendas,Diretor,Coreia do Sul,5373,2015-04-25
850,Srta. Melissa Pereira,46,Marketing,Assistente,China,15641,2016-01-20
851,Gabriel Santos,35,Financeiro,Assistente,Reino Unido,15803,2018-06-05
852,Ana Lívia da Luz,35,Produção,Diretor,Reino Unido,19055,2012-07-12
853,Juliana Teixeira,37,Financeiro,Diretor,China,5213,2023-02-21
854,Lavínia Fogaça,52,TI,Analista,Coreia do Sul,6924,2013-05-15
855,Felipe Moraes,54,TI,Diretor,Reino Unido,5370,2021-12-27
856,Dra. Sabrina Rodrigues,58,Financeiro,Diretor,Reino Unido,8547,2014-03-28
857,Lívia Nascimento,31,Engenharia,Técnico,Índia,5628,2021-04-06
858,Pedro Lucas Lima,49,Vendas,Coordenador,Índia,11539,2020-01-14
859,Theo Dias,53,Produção,Diretor,EUA,9659,2012-02-07
860,Luiz Otávio Dias,30,Engenharia,Engenheiro,China,16612,2023-06-30
861,Dra. Esther Moreira,29,Financeiro,Técnico,China,14195,2022-04-15
862,Enzo Gabriel Duarte,47,Engenharia,Engenheiro,China,4852,2013-05-29
863,Dr. Diego Cunha,43,Engenharia,Coordenador,Índia,7395,2013-01-23
864,Kevin Ferreira,29,Produção,Coordenador,Índia,15739,2014-01-28
865,Eloah da Paz,23,Marketing,Diretor,Coreia do Sul,14701,2019-09-03
866,Júlia Moreira,23,Marketing,Analista,Índia,4699,2018-09-11
867,Maria Alice Martins,36,Marketing,Diretor,Reino Unido,4719,2015-08-26
868,Sr. Lucas Campos,53,Financeiro,Diretor,Reino Unido,18964,2016-04-12
869,Eloah Duarte,58,Financeiro,Assistente,China,8586,2012-11-05
870,Alexandre Rodrigues,29,TI,Assistente,Alemanha,9786,2022-02-05
871,Joana Jesus,23,Produção,Técnico,Índia,15981,2024-03-11
872,Sra. Joana Nascimento,42,Produção,Diretor,Coreia do Sul,9004,2012-05-21
873,Guilherme Vieira,54,Vendas,Gerente,Brasil,13942,2018-12-30
874,Eduardo da Rocha,27,TI,Técnico,Alemanha,15468,2011-12-25
875,Vitor Gabriel Nunes,51,TI,Analista,EUA,9448,2013-11-26
876,Daniel Silva,50,Engenharia,Assistente,Alemanha,5008,2013-12-29
877,Dr. Levi Dias,54,Vendas,Engenheiro,EUA,12960,2015-05-30
878,Sophia da Cunha,40,Produção,Gerente,Reino Unido,19105,2012-04-04
879,Heitor Novaes,23,Vendas,Coordenador,Brasil,8672,2013-06-28
880,Laís Duarte,54,Recursos Humanos,Assistente,Coreia do Sul,6981,2016-06-04
881,Srta. Maria Clara Costa,45,Produção,Coordenador,Brasil,6591,2017-06-07
882,Sabrina Ribeiro,22,Produção,Coordenador,Alemanha,3578,2017-11-30
883,Bryan Aragão,28,Marketing,Coordenador,EUA,16614,2012-06-20
884,Juan Ramos,52,Engenharia,Diretor,Alemanha,20000,2023-09-07
885,Melissa Silva,49,Vendas,Coordenador,Reino Unido,4322,2012-07-07
886,Thiago Barros,39,Engenharia,Analista,China,15921,2019-11-27
887,Catarina Martins,24,Produção,Gerente,Índia,13935,2022-07-21
888,Manuela Cunha,22,TI,Assistente,Coreia do Sul,6251,2015-01-09
889,Cauê Gonçalves,48,Vendas,Analista,China,9191,2011-12-15
890,Olivia da Cruz,41,Vendas,Analista,Alemanha,8055,2022-07-20
891,Maysa Aragão,50,Produção,Técnico,Índia,13242,2016-05-24
892,Natália Caldeira,41,Marketing,Assistente,Reino Unido,7255,2023-12-27
893,Ryan Rodrigues,46,Vendas,Coordenador,Alemanha,12528,2022-06-28
894,Agatha Fogaça,57,Financeiro,Técnico,Brasil,9933,2023-10-10
895,Isis Mendes,43,Vendas,Analista,Coreia do Sul,13845,2021-04-16
896,Gabriel Moura,51,Marketing,Analista,Índia,13401,2021-11-09
897,Valentina Carvalho,57,Engenharia,Técnico,Índia,11135,2023-07-02
898,Alexia Porto,32,Recursos Humanos,Assistente,Alemanha,10953,2016-06-06
899,Arthur Porto,26,TI,Analista,Brasil,3739,2015-11-16
900,Cecília Santos,43,Marketing,Coordenador,Coreia do Sul,15475,2019-04-01
901,Maria Luiza Duarte,40,Marketing,Técnico,Brasil,12343,2014-07-18
902,Daniela Cunha,43,Marketing,Assistente,EUA,19828,2023-05-21
903,Diego Correia,33,Marketing,Analista,China,10351,2018-03-27
904,Anthony Pinto,57,Recursos Humanos,Diretor,Reino Unido,14752,2021-06-22
905,Carolina da Mata,26,TI,Diretor,Índia,10739,2023-12-10
906,Eloah da Conceição,31,Recursos Humanos,Técnico,Alemanha,6304,2012-03-15
907,Heitor Vieira,42,Recursos Humanos,Gerente,EUA,3756,2014-07-18
908,Juliana Lopes,60,Vendas,Coordenador,Coreia do Sul,17404,2012-01-13
909,Pedro Miguel Pereira,33,Engenharia,Analista,China,8621,2015-11-13
910,Sr. Yago Nascimento,28,Vendas,Coordenador,Índia,10337,2011-12-07
911,Thales Martins,51,Produção,Assistente,Coreia do Sul,18654,2018-03-03
912,Vicente Costa,59,Financeiro,Assistente,EUA,8251,2012-11-27
913,Pietra Freitas,43,Engenharia,Assistente,Índia,10928,2012-11-04
914,Daniela Rodrigues,37,Engenharia,Coordenador,Alemanha,6557,2021-04-07
915,Giovanna Gonçalves,24,Engenharia,Técnico,Brasil,19168,2012-08-11
916,Luiz Gustavo Pereira,22,Engenharia,Diretor,Alemanha,14640,2018-07-27
917,Cecília Gonçalves,50,Financeiro,Gerente,China,5924,2018-10-04
918,Esther Cunha,46,Marketing,Assistente,Coreia do Sul,17800,2013-04-25
919,Luiz Fernando Cunha,32,Marketing,Engenheiro,China,11978,2016-03-25
920,Mariane da Mata,54,TI,Gerente,China,5117,2018-06-28
921,Giovanna Cunha,32,Recursos Humanos,Técnico,Alemanha,6002,2019-01-16
922,Valentina Silva,55,Marketing,Analista,Coreia do Sul,9468,2023-03-11
923,Diego da Costa,28,Vendas,Engenheiro,Índia,9991,2013-07-23
924,Sra. Alice Souza,54,Vendas,Gerente,Alemanha,6802,2019-07-04
925,Isis Rezende,59,Produção,Diretor,EUA,15632,2014-02-27
926,Igor Campos,41,Recursos Humanos,Diretor,Coreia do Sul,12300,2024-03-28
927,Isaac Rodrigues,46,Produção,Analista,Reino Unido,13888,2012-11-21
928,Matheus Gonçalves,52,Recursos Humanos,Engenheiro,Alemanha,9602,2023-12-18
929,Laura Monteiro,59,Marketing,Engenheiro,Índia,9041,2011-05-27
930,Enzo Oliveira,27,TI,Gerente,China,8518,2010-11-04
931,Bárbara Rocha,39,TI,Diretor,Brasil,9466,2021-06-28
932,João Pedro da Cunha,50,Recursos Humanos,Gerente,Alemanha,3908,2022-05-07
933,Fernando Campos,39,Financeiro,Diretor,Brasil,9500,2022-10-13
934,Guilherme Cunha,43,Marketing,Assistente,China,17858,2023-05-30
935,Benjamin Gonçalves,52,Financeiro,Assistente,EUA,3716,2022-10-10
936,Luigi das Neves,22,TI,Diretor,EUA,10327,2020-06-27
937,Nicolas Gonçalves,52,Recursos Humanos,Diretor,Alemanha,13410,2017-08-25
938,Rafael Martins,59,Marketing,Assistente,Reino Unido,8730,2022-05-29
939,Benício das Neves,53,TI,Diretor,Índia,16088,2019-10-06
940,Gabriel da Cruz,29,Financeiro,Assistente,Reino Unido,16942,2013-07-07
941,Thiago Pinto,46,Engenharia,Coordenador,Coreia do Sul,13081,2020-01-31
942,Alexandre Gonçalves,26,Produção,Engenheiro,Brasil,18790,2016-12-20
943,Fernanda da Costa,40,Recursos Humanos,Diretor,EUA,9959,2015-11-13
944,Marcela Ribeiro,34,Produção,Coordenador,Brasil,7307,2014-07-26
945,Isaac Silveira,49,Produção,Assistente,Coreia do Sul,3224,2019-02-03
946,Lavínia Fogaça,44,Recursos Humanos,Diretor,China,5854,2015-03-26
947,Marcelo Peixoto,43,Marketing,Coordenador,Coreia do Sul,8724,2014-09-29
948,Otávio da Mota,24,TI,Gerente,Alemanha,13002,2019-01-27
949,Enzo Duarte,24,Produção,Assistente,Reino Unido,6095,2012-06-02
950,Nina Moreira,24,Vendas,Coordenador,Brasil,9086,2018-03-13
951,Sra. Ana Vitória Cavalcanti,27,Produção,Analista,EUA,15365,2017-07-18
952,Pedro Henrique Costa,39,Recursos Humanos,Engenheiro,Alemanha,6275,2019-03-24
953,Isabel da Paz,38,TI,Coordenador,Brasil,18704,2014-10-26
954,Diego Farias,36,Engenharia,Gerente,Reino Unido,10948,2013-11-07
955,Sr. Vicente Correia,29,TI,Assistente,Índia,17262,2012-06-13
956,Isabella da Costa,37,Marketing,Gerente,Reino Unido,11740,2024-04-07
957,Lívia Carvalho,27,TI,Assistente,China,6195,2016-01-22
958,João Gabriel Pereira,48,Vendas,Gerente,Brasil,12601,2015-10-26
959,Davi Luiz Nunes,28,Marketing,Analista,Índia,5607,2020-02-23
960,Bernardo Pinto,43,Financeiro,Técnico,Reino Unido,3374,2010-08-01
961,Sophie Lima,24,Financeiro,Analista,Índia,13490,2011-11-15
962,Henrique Teixeira,23,TI,Analista,Brasil,3477,2012-08-14
963,Carlos Eduardo Silva,32,Vendas,Diretor,EUA,14692,2021-08-15
964,Dra. Giovanna Gomes,55,Produção,Assistente,EUA,16004,2012-10-21
965,Marcos Vinicius Farias,58,Vendas,Analista,Coreia do Sul,15847,2012-11-04
966,Theo Fernandes,45,Vendas,Analista,Alemanha,15844,2019-05-13
967,Renan da Mota,36,Recursos Humanos,Coordenador,Alemanha,12308,2023-09-07
968,Sr. Lucas Gabriel Duarte,34,Engenharia,Engenheiro,EUA,12439,2014-05-10
969,Luiz Fernando Mendes,53,TI,Engenheiro,Índia,17665,2010-07-13
970,Dra. Agatha Vieira,47,Produção,Assistente,China,8418,2012-11-18
971,Luiz Fernando Sales,26,TI,Assistente,Reino Unido,6975,2014-05-09
972,Guilherme Farias,53,Engenharia,Gerente,Reino Unido,10969,2016-02-28
973,Anthony Rezende,24,Produção,Técnico,Alemanha,10203,2021-07-20
974,Ryan Barbosa,40,Marketing,Analista,Coreia do Sul,6714,2013-06-13
975,João Felipe Freitas,53,Financeiro,Coordenador,Reino Unido,6926,2024-01-09
976,João Pedro da Cruz,60,Vendas,Coordenador,Reino Unido,14319,2021-01-23
977,Renan Lima,52,Recursos Humanos,Engenheiro,EUA,19506,2022-06-17
978,Augusto da Conceição,45,Vendas,Analista,EUA,8489,2023-02-18
979,Miguel Freitas,36,Financeiro,Coordenador,Reino Unido,11487,2018-01-12
980,Pietra Cunha,37,Vendas,Assistente,Alemanha,13013,2013-11-28
981,João Felipe Freitas,50,Recursos Humanos,Engenheiro,Brasil,8017,2020-01-09
982,Ana Barbosa,36,Financeiro,Coordenador,Brasil,11073,2010-07-13
983,Sra. Pietra Duarte,24,Produção,Gerente,China,4207,2011-01-21
984,Caio da Costa,37,Marketing,Gerente,Coreia do Sul,13869,2012-09-09
985,Maria Clara Correia,30,Financeiro,Gerente,China,14337,2014-10-21
986,Sr. Paulo da Mata,50,Financeiro,Gerente,Índia,4260,2020-12-23
987,Pietra Moraes,57,Engenharia,Assistente,Coreia do Sul,10633,2011-08-15
988,Bianca da Costa,57,TI,Coordenador,Coreia do Sul,11881,2012-12-20
989,Davi Lucca Rodrigues,43,TI,Assistente,Brasil,12038,2011-10-16
990,Heloísa Gonçalves,55,Recursos Humanos,Assistente,China,6791,2015-01-17
991,Sr. Lucas Gabriel Cardoso,42,Vendas,Técnico,Alemanha,10883,2011-05-11
992,Catarina Dias,44,Vendas,Diretor,Reino Unido,9667,2012-07-28
993,Francisco Teixeira,54,Financeiro,Engenheiro,China,8286,2010-11-23
994,Sra. Caroline Rezende,55,Produção,Engenheiro,Alemanha,16608,2011-10-22
995,Dr. Enrico Novaes,40,TI,Assistente,Índia,7229,2015-10-18
996,Giovanna Alves,45,Engenharia,Engenheiro,China,3396,2016-02-03
997,João Vitor da Rocha,24,TI,Engenheiro,Reino Unido,15286,2014-05-30
998,Maria Eduarda Rodrigues,32,Recursos Humanos,Diretor,Reino Unido,17800,2010-05-13
999,Lucas Gabriel Silveira,27,Engenharia,Gerente,Reino Unido,16339,2013-01-09
1000,Srta. Emanuelly da Cunha,50,Recursos Humanos,Engenheiro,Índia,17965,2013-02-21
1001,Diego Pinto,42,TI,Gerente,Índia,9029,2019-07-29
1002,Daniela Gomes,52,Recursos Humanos,Diretor,Alemanha,15189,2016-02-03
1003,Marcos Vinicius Gonçalves,30,Recursos Humanos,Coordenador,Coreia do Sul,9470,2011-01-20
1004,Sr. Raul da Luz,37,Vendas,Engenheiro,Alemanha,7677,2021-09-14
1005,Dr. Enrico Dias,23,Engenharia,Diretor,Brasil,13106,2015-10-20
1006,Anthony Lopes,27,Recursos Humanos,Assistente,Índia,5765,2016-07-13
1007,Pedro Henrique Moreira,31,Vendas,Engenheiro,Brasil,17811,2020-08-15
1008,Fernanda Alves,54,Financeiro,Coordenador,Alemanha,9882,2015-08-28
1009,João Miguel Novaes,55,Recursos Humanos,Técnico,Índia,16324,2021-08-22
1010,João Lucas Fernandes,51,Engenharia,Gerente,Alemanha,10730,2016-08-01
1011,Anthony Fogaça,45,Engenharia,Gerente,Alemanha,16355,2011-10-03
1012,Isaac Gonçalves,51,Marketing,Engenheiro,Índia,4132,2013-08-08
1013,Lorena Ribeiro,40,Produção,Técnico,China,9076,2011-12-29
1014,Luigi Cunha,45,Marketing,Assistente,EUA,14826,2018-05-22
1015,Lara Monteiro,56,TI,Analista,Alemanha,14047,2023-08-31
1016,Maria Fernanda Aragão,26,Marketing,Coordenador,Reino Unido,3529,2013-08-29
1017,Isis Correia,23,Marketing,Coordenador,Índia,19713,2014-05-19
1018,Paulo Melo,44,TI,Analista,Alemanha,4005,2017-11-21
1019,Noah Carvalho,48,TI,Gerente,Coreia do Sul,18433,2016-04-20
1020,Dr. João Felipe Oliveira,36,Vendas,Técnico,China,3577,2015-08-12
1021,Kamilly Costa,58,Vendas,Gerente,Alemanha,16816,2015-01-30
1022,Sr. Benício Rodrigues,27,Marketing,Assistente,Alemanha,7534,2011-10-07
1023,João Miguel Sales,24,Financeiro,Analista,Brasil,13650,2018-04-17
1024,Maria Julia Silveira,29,Engenharia,Gerente,Índia,16772,2016-07-13
1025,Paulo Castro,57,Marketing,Gerente,China,14953,2014-05-04
1026,Sr. Marcelo Araújo,32,Financeiro,Analista,Coreia do Sul,10205,2019-09-07
1027,Dra. Mariana da Mota,37,Vendas,Assistente,Índia,12337,2014-11-26
1028,Luna Dias,49,Produção,Coordenador,Alemanha,5062,2020-11-05
1029,Ryan Silveira,56,Produção,Assistente,Índia,15575,2011-11-07
1030,Luiz Felipe Ramos,26,Marketing,Engenheiro,Índia,18161,2011-01-09
1031,Maria Julia Costela,46,Engenharia,Diretor,Reino Unido,19418,2022-08-03
1032,Fernando das Neves,24,Vendas,Diretor,Brasil,11817,2013-08-24
1033,Davi Lucas Freitas,50,TI,Analista,Brasil,3177,2011-11-25
1034,Maria Julia Correia,46,Vendas,Analista,Brasil,9602,2022-05-02
1035,Luiz Gustavo Cavalcanti,27,TI,Gerente,Índia,19905,2022-05-08
1036,João Moraes,41,Marketing,Analista,Índia,9137,2012-03-27
1037,Mariane Nascimento,54,Produção,Técnico,Índia,3390,2020-02-01
1038,Isadora da Mata,48,Recursos Humanos,Engenheiro,Coreia do Sul,8584,2020-05-22
1039,Dr. Luiz Henrique Monteiro,58,Marketing,Coordenador,Coreia do Sul,15625,2023-10-22
1040,Sr. Erick Monteiro,54,Marketing,Técnico,Brasil,8369,2021-03-05
1041,Matheus Silva,40,Recursos Humanos,Gerente,China,15436,2019-10-02
1042,Evelyn da Mata,33,Engenharia,Analista,China,7819,2021-02-24
1043,Sr. Leandro Farias,47,Marketing,Analista,China,17334,2014-01-05
1044,Lucca da Conceição,29,Recursos Humanos,Coordenador,Alemanha,17381,2019-09-08
1045,Davi Lucas Gonçalves,37,Engenharia,Técnico,Reino Unido,4640,2011-10-02
1046,Maria Luiza Porto,31,Marketing,Coordenador,EUA,14162,2022-05-18
1047,Anthony Moreira,44,Engenharia,Analista,China,14028,2012-05-24
1048,Carlos Eduardo Pereira,45,Vendas,Engenheiro,Índia,11952,2017-07-21
1049,Maria Sophia Moreira,40,Vendas,Coordenador,Alemanha,19339,2022-04-28
1050,Eduarda Moura,36,Financeiro,Engenheiro,Coreia do Sul,19950,2017-09-09
1051,Bryan Lima,27,Produção,Engenheiro,China,15281,2021-11-26
1052,Evelyn Farias,48,Marketing,Engenheiro,Coreia do Sul,6873,2019-08-17
1053,Giovanna Cavalcanti,41,TI,Analista,Reino Unido,14208,2014-10-12
1054,Ana Fogaça,48,Marketing,Diretor,Brasil,9056,2016-06-08
1055,Mariane Martins,36,Vendas,Diretor,China,16275,2015-08-29
1056,Vicente da Rocha,23,Vendas,Assistente,Alemanha,13759,2023-06-18
1057,Sofia Rezende,55,Engenharia,Diretor,China,15935,2011-03-13
1058,Isadora Ramos,52,Produção,Coordenador,EUA,11597,2021-10-19
1059,Sra. Yasmin Cardoso,51,Marketing,Assistente,Alemanha,10882,2011-07-11
1060,Bruno Mendes,55,Engenharia,Assistente,EUA,7374,2018-07-28
1061,Theo da Cunha,40,Vendas,Coordenador,Brasil,17203,2010-12-09
1062,Diego Lima,50,Produção,Assistente,Brasil,5292,2016-10-28
1063,Daniel Gomes,25,Engenharia,Coordenador,Brasil,4454,2014-02-28
1064,Olivia Cunha,37,Marketing,Engenheiro,Índia,7917,2021-12-08
1065,Igor Lopes,37,Marketing,Analista,Índia,8328,2011-02-18
1066,Caroline da Rocha,23,Marketing,Coordenador,Alemanha,12551,2013-11-27
1067,Julia Mendes,33,Produção,Analista,Alemanha,16151,2016-04-08
1068,Isadora da Conceição,22,Recursos Humanos,Diretor,Reino Unido,12332,2023-02-02
1069,Noah Aragão,59,Produção,Engenheiro,Índia,17809,2016-05-19
1070,Felipe Rezende,36,Produção,Coordenador,Coreia do Sul,13195,2020-01-23
1071,Lucas Gabriel Cavalcanti,27,Engenharia,Assistente,Alemanha,8624,2017-09-12
1072,Lucas Gabriel Teixeira,39,TI,Gerente,Índia,13698,2016-04-05
1073,Julia Caldeira,58,Produção,Gerente,Coreia do Sul,11523,2024-03-30
1074,Matheus Nogueira,43,Financeiro,Engenheiro,Índia,6993,2018-08-03
1075,Yuri Campos,50,Financeiro,Analista,China,19766,2019-11-27
1076,Raquel Alves,34,Marketing,Gerente,Coreia do Sul,18784,2020-04-08
1077,Dr. Calebe Nogueira,38,Financeiro,Assistente,Brasil,5234,2017-02-19
1078,Srta. Catarina Cavalcanti,32,Financeiro,Assistente,China,11308,2012-04-24
1079,João Vitor Fogaça,37,Recursos Humanos,Engenheiro,EUA,5160,2023-12-18
1080,Sra. Larissa Azevedo,28,Marketing,Coordenador,Índia,14788,2012-11-03
1081,André da Costa,37,Engenharia,Engenheiro,EUA,13243,2018-07-07
1082,Bruna Barbosa,36,Financeiro,Gerente,Índia,7313,2016-11-15
1083,Leandro Fernandes,46,Financeiro,Engenheiro,Brasil,18518,2011-07-09
1084,Murilo Ramos,36,TI,Engenheiro,Índia,4772,2011-02-20
1085,Davi Lucca Rodrigues,32,Marketing,Analista,Coreia do Sul,8536,2018-10-07
1086,Pedro Lucas Gomes,38,Engenharia,Técnico,EUA,9899,2019-02-22
1087,Emilly Pinto,54,TI,Gerente,Brasil,9906,2017-11-06
1088,Eduarda Oliveira,37,TI,Assistente,Alemanha,8869,2011-06-02
1089,João Lucas Monteiro,51,Engenharia,Técnico,Brasil,9157,2023-01-12
1090,Manuela da Costa,49,Engenharia,Analista,Índia,11096,2011-08-31
